??醫藥病疫精神健康情緒等等,30/10/2022,depravation,https://www.bastillepost.com/hongkong/article/11587563-58%E6%AD%B2%E5%9C%B0%E7%9B%A4%E5%B7%A5%E9%81%AD%E9%90%B5%E9%80%9A%E6%89%91%E5%82%B7%E5%91%BD%E5%8D%B1-46%E6%AD%B2%E7%84%A1%E6%A5%AD%E7%94%B7%E5%83%85%E5%9B%A01000%E5%85%83%E5%96%AE%E8%BB%8A%E8%B2%B7,58歲地盤工遭鐵通擊傷情況危殆 46歲無業男僅因千元單車買賣糾紛行兇,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,29/10/2022,illness,https://www.hk01.com/article/830655?utm_source=01articlecopy&utm_medium=referral,國際影像｜海地事隔三年再爆霍亂　局勢混亂資源短缺疫情雪上加霜,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,29/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/news/20221029/bkn-20221029200624917-1029_00822_001.html,中大生遭同宿舍「大仙」灌酒　全身抽搐嘔白泡送院,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,29/10/2022,Covid,https://hk.on.cc/hk/bkn/cnt/intnews/20221029/bkn-20221029193000113-1029_00992_001.html ,  未打新冠疫苗醫護　有望復職  ,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,28/10/2022,illness,https://www.hk01.com/article/830380?utm_source=01articlecopy&utm_medium=referral,疑醫生開漏藥致鄧桂思肝病發亡　死因庭明年2月展開耹訊,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,28/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/news/20221028/bkn-20221028032526470-1028_00822_001.html ,  治安不靖　斬人案不絕　人心惶惶  ,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,27/10/2022,illness,https://hk.on.cc/hk/bkn/cnt/cnnews/20221027/bkn-20221027052135566-1027_00952_001.html,台婦吃藥釀過敏性休克　胸悶呼吸困難險死,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,26/10/2022,illness,https://www.hk01.com/article/829424?utm_source=01articlecopy&utm_medium=referral ,  世衛稱致命真菌威脅全球人類健康　這4物種威脅級別最高  ,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,26/10/2022,illness,https://www.hk01.com/article/829371?utm_source=01articlecopy&utm_medium=referral,免針紙｜醫?局長宣告7名醫生發出約2萬張免針紙　11.9起失效,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,26/10/2022,illness,https://www.hk01.com/article/829387?utm_source=01articlecopy&utm_medium=referral,50歲中居正廣驚傳患癌險死　秘密入院切腫瘤接連缺席節目錄製,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,26/10/2022,illness,https://hk.on.cc/hk/bkn/cnt/cnnews/20221026/bkn-20221026000019887-1026_00952_001.html,涉強姦獲刑呼冤56年　八旬教師病逝未還清白,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,26/10/2022,illness,https://hk.on.cc/hk/bkn/cnt/news/20221026/bkn-20221026152537189-1026_00822_001.html,行人隧道被貼海報　女文員管有物品意圖毀壞判社服令,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,26/10/2022,illness,https://news.tvbs.com.tw/entertainment/1944473,李嘉欣年初4器官重創！48小時瀕死內幕　「因1符號」險喪命,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,26/10/2022,illness,https://news.tvbs.com.tw/world/1944206,美國超過百萬人因新冠逝世　拜登帶頭接種加強針,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,26/10/2022,illness,https://tw.news.yahoo.com/%E6%AE%BA%E5%A6%BB%E6%89%92%E5%85%89%E8%A1%A3%E6%80%92%E5%A1%9E%E8%A1%8C%E6%9D%8E%E7%AE%B1-%E8%80%81%E5%85%AC%E8%AA%8D%E4%BA%86-%E6%98%AF%E6%88%91%E5%8B%92%E6%AD%BB%E6%8B%9C%E9%87%91%E5%A6%BB-%E5%80%8B%E5%B7%B4%E6%8E%8C%E6%83%B9%E6%AE%BA%E6%A9%9F-032424801.html,殺妻扒光衣怒塞行李箱！老公認了「是我勒死拜金妻」 一個巴掌惹殺機,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,25/10/2022,illness,https://news.tvbs.com.tw/local/1943242,南科男持刀狠砍情敵！再放火活活燒死　一審逃死判無期,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,25/10/2022,illness,https://news.tvbs.com.tw/local/1943594 ,半夜遛狗被攻擊！男遭甩棍追打　愛犬重傷亡,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,25/10/2022,illness,https://hk.on.cc/hk/bkn/cnt/cnnews/20221025/bkn-20221025153432641-1025_00952_001.html,鄭州富士康工廠爆疫封控　傳員工無食物釀衝突,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,23/10/2022,depravation,https://news.tvbs.com.tw/world/1941666,狠男「拿人頭練斧頭」 鄰居吃晚餐無辜淪亡魂,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,23/10/2022,depravation,https://www.bastillepost.com/hongkong/article/11542145-%E8%8F%AF%E8%A3%94%E5%A5%B3%E8%AD%A6%E5%8A%A0%E6%8B%BF%E5%A4%A7%E8%A2%AB%E5%88%80%E5%88%BA%E6%AE%BA-%E8%89%BE%E7%BE%8E%E7%8D%8E%E5%B0%8E%E6%BC%94%E7%96%91%E5%85%8710%E5%B9%B4%E6%88%90%E9%AD%94,加拿大華裔女警遭刺殺 韓裔疑兇曾獲艾美獎10年前涉性侵,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,23/10/2022,depravation,https://www.msn.com/zh-tw/news/national/%E4%BD%8F%E8%99%95%E5%A4%A9%E9%99%8D%E7%99%BE%E9%9A%BB%E6%B4%BB%E8%9B%86-%E6%AD%A3%E5%A6%B9%E9%9A%94%E5%B1%A4%E6%A8%93%E6%9D%BF%E4%BC%B4%E8%85%90%E5%B1%8D6%E5%A4%A9/ar-AA13hp8q?li=BBRN0RL,住處天降百隻活蛆 正妹隔層樓板伴腐屍6天,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,23/10/2022,illness,https://tw.news.yahoo.com/%E9%81%8A%E6%8B%89%E6%96%AF%E7%B6%AD%E5%8A%A0%E6%96%AF%E7%B1%B3%E5%BE%B7%E6%B9%96-%E7%94%B7%E7%AB%A5%E6%9F%93-%E9%A3%9F%E8%85%A6%E8%AE%8A%E5%BD%A2%E8%9F%B2-%E7%97%85%E4%BA%A1-060008172.html,遊拉斯維加斯米德湖 男童染「食腦變形蟲」病亡,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,23/10/2022,illness,https://www.orangenews.hk/international/1161888/%E5%8D%B0%E5%BA%A6%E9%86%AB%E9%99%A2%E7%96%91%E9%8C%AF%E7%94%A8%E9%9D%92%E6%AA%B8%E6%B1%81%E7%95%B6%E8%A1%80%E6%BC%BF%E3%80%80%E7%99%BB%E9%9D%A9%E7%86%B1%E7%97%85%E4%BA%BA%E8%A1%80%E6%A0%93%E6%AD%BB.jhtml,印度醫院疑錯用青檸汁當血漿 登革熱病人血栓死,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,23/10/2022,depravation,https://udn.com/news/story/7321/6707342,扯下氧氣罩 女踹病母致死 1審判4年半,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,23/10/2022,depravation,https://tw.news.yahoo.com/%E9%A6%AC%E6%8B%89%E5%A8%81%E8%90%AC%E4%BA%BA%E5%A1%9A%E9%A9%9A%E8%A6%8B4%E5%85%B7%E8%A1%A3%E7%B4%A2%E6%AF%94%E4%BA%9E%E7%A7%BB%E6%B0%91%E5%B1%8D%E9%AB%94-%E7%B4%AF%E8%A8%8829%E6%AD%BB-055353600.html,馬拉威萬人塚驚見4具衣索比亞移民屍體 累計29死,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,22/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/cnnews/20221022/bkn-20221022000013990-1022_00952_001.html,為業績獎金釀衝突　22歲直銷男刺死同事被捕,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,22/10/2022,depravation,https://news.ltn.com.tw/news/novelty/breakingnews/4098173,印度男到院輸血後死亡 血袋竟含疑似「果汁」成分,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,22/10/2022,depravation,https://news.tvbs.com.tw/local/1940973,回娘家過年吵架 女兒酗酒毆打母親致死遭判刑4年半,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,22/10/2022,depravation,https://news.tvbs.com.tw/world/1941063,4麻吉出遊集體失蹤 警方尋獲遺骸：全被槍殺後分屍,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,21/10/2022,depravation,https://www.hk01.com/article/827182?utm_source=01articlecopy&utm_medium=referral,偷腎？小販車禍做頭部手術　腹部離奇有傷口兼少1個腎　真相竟是…,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,21/10/2022,depravation,https://www.hk01.com/article/827048?utm_source=01articlecopy&utm_medium=referral,倫常慘案｜狠母割喉虐殺5歲女　動機極心寒　女死前1句哀求超心酸,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,21/10/2022,depravation,https://www.hk01.com/article/827294?utm_source=01articlecopy&utm_medium=referral,爭位悲劇！上車爭位坐被嘲笑　18歲姐姐竟用飛刀怒殺寸嘴弟弟被捕,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,21/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/cnnews/20221021/bkn-20221021100050652-1021_00952_001.html,逆子酒後發狂　持木棍活活打死七旬母,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,21/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/cnnews/20221021/bkn-20221021040032301-1021_00952_001.html,出獄同住生活習慣不合　台男持刀斬死獄友洩憤,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,21/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/cnnews/20221021/bkn-20221021110842849-1021_00952_001.html,曾接女兒來電苦勸　萬華區槍手向人質下跪後自轟亡,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,20/10/2022,depravation,https://news.tvbs.com.tw/local/1939131,弒親悲劇！逆子酒後持木棍爆打　七旬老母頭部遭重擊慘死,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,20/10/2022,depravation,https://news.tvbs.com.tw/local/1939208,狂轟32槍飲彈自盡　槍手阿國相驗死因曝「一槍貫穿頭」,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,20/10/2022,depravation,https://topick.hket.com/article/3379746/%E3%80%90%E4%BA%BA%E6%80%A7%E9%86%9C%E9%99%8B%E3%80%9121%E6%AD%B2%E5%A5%B3%E6%8D%90%E8%82%9D%E6%95%91%E7%88%B6%E5%A4%B1%E6%95%97%E3%80%80%E7%88%B6%E9%9B%A2%E4%B8%96%E9%81%AD%E5%86%B7%E8%A1%80%E8%A6%AA%E6%88%9A%E6%90%B6%E9%8C%A2%E6%90%B6%E8%BB%8A,人性醜陋】21歲女捐肝救父失敗　父離世遭冷血親戚搶錢搶車,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,20/10/2022,depravation,https://udn.com/news/story/7320/6700127,憾！疑經濟陷困境無力養兒 單親母殺子自戕,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,20/10/2022,depravation,https://tw.news.yahoo.com/%E6%82%B2%E5%8A%87%E4%B8%8B%E7%9A%84%E8%91%89%E9%96%80-%E6%AF%8F10%E5%88%86%E9%90%981%E5%AD%A9%E7%AB%A5%E6%AD%BB%E4%BA%A1-040700562.html,悲劇下的葉門 每10分鐘1孩童死亡,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,20/10/2022,depravation,https://www.hk01.com/article/826967?utm_source=01articlecopy&utm_medium=referral,恐怖！7月大嬰兒被流浪狗咬死　腸臟流一地　居民不滿：並非首例,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,19/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/intnews/20221019/bkn-20221019180436264-1019_00992_001.html,99名兒童腎衰竭死　疑曾服用印度產咳藥水,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,17/10/2022,depravation,https://www.hk01.com/article/824733?utm_source=01articlecopy&utm_medium=referral,?房單親戶與兒子困獸鬥　患情緒病坦承曾家暴　社聯促設支援隊,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,16/10/2022,Covid,https://hk.on.cc/hk/bkn/cnt/intnews/20221016/bkn-20221016110839095-1016_00992_001.html,咳水成分致多名兒童死亡 政府下令禁用,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,16/10/2022,Covid,https://hk.on.cc/hk/bkn/cnt/news/20221016/bkn-20221016154433533-1016_00822_001.html,高永文稱曾發數張免針紙 籲醫生跟從?署指引簽發,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,16/10/2022,Covid,https://hk.on.cc/hk/bkn/cnt/news/20221016/bkn-20221016185500217-1016_00822_001.html,屯院45歲男病人染腸道桿菌 須隔離治療,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,16/10/2022,depravation,https://news.tvbs.com.tw/life/1934910,睏嘎併軌? 遭控上班睡覺 業者:低血糖昏倒,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,16/10/2022,Covid,https://today.line.me/tw/v2/article/3NjPyPM,首例流感重症亡！90多歲女染H3N2,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,15/10/2022,Covid,https://www.hk01.com/article/825686?utm_source=01articlecopy&utm_medium=referral,二價疫苗︱楊何蓓茵籲夠鐘打針勿等　倘聖誕外遊最遲下月初打首針,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,14/10/2022,Covid,https://www.hk01.com/article/825073?utm_source=01articlecopy&utm_medium=referral,心臟衰竭｜5旬漢心肺功能大退　行一層樓梯?5分鐘　1招改善體能,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,14/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/cnnews/20221014/bkn-20221014110358162-1014_00952_001.html,2歲女童疑受虐待　顱內出血死亡,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,13/10/2022,Covid,https://hk.on.cc/hk/bkn/cnt/intnews/20221013/bkn-20221013002827292-1013_00992_001.html,世?：兩種伊波拉疫苗或於烏干達試驗,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,13/10/2022,Covid,https://health.ltn.com.tw/article/paper/1545369,肉毒桿菌毒素中毒 嚴重恐呼吸中止致死,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,13/10/2022,Covid,https://www.hk01.com/article/824799?utm_source=01articlecopy&utm_medium=referral,類鼻疽｜7區現個案深水?高危　死亡率高達75%　即看病徵預防方法,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,13/10/2022,Covid,https://www.hk01.com/article/824820?utm_source=01articlecopy&utm_medium=referral,類鼻疽是什麼？暴雨天是高危日　導致敗血症可致命｜新聞教室,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,13/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/cnnews/20221013/bkn-20221013200037814-1013_00952_001.html,女子凌晨拾荒違防疫政策遭罰款　網民批警不近人情,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,12/10/2022,Covid,https://www.hk01.com/article/824682?utm_source=01articlecopy&utm_medium=referral,類鼻疽｜今年暫錄29宗6人死　2/3居深水?區　打風暴雨後最高危,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,11/10/2022,Covid,https://36kr.com/p/1952058874370178,避免?跑猝死悲?，健身更需要「?度管理」,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,11/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/news/20221011/bkn-20221011202442959-1011_00822_001.html,闖上水店舖割傷負責人 兩歹徒得逞逃遁,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,10/10/2022,Covid,https://hk.on.cc/hk/bkn/cnt/news/20221010/bkn-20221010094701825-1010_00822_001.html,BA.2.75病毒傳染性高　孔繁毅指二價疫苗加強針值得引入,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,10/10/2022,Covid,https://hk.on.cc/hk/bkn/cnt/intnews/20221010/bkn-20221010141627826-1010_00992_001.html,人均預期壽命縮短2個月　1957年以來首次,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,10/10/2022,Covid,https://www.bastillepost.com/hongkong/article/11460055-%E6%B1%9F%E7%8E%89%E6%AD%A1%E7%B5%82%E6%AD%A2%E5%B7%A5%E8%81%AF%E6%9C%83%E5%85%A9%E8%81%AF%E5%90%8D%E8%BE%A6%E4%BA%8B%E8%99%95?current_cat=1,江玉歡終止工聯會兩聯名辦事處,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,10/10/2022,Covid,https://news.ltn.com.tw/news/society/breakingnews/4085015,老翁到女性友人住處聊天 昏倒送醫死亡,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,10/10/2022,depravation,https://www.hk01.com/article/823642?utm_source=01articlecopy&utm_medium=referral,不准叫落車！港女搭小巴遇狂躁司機　嗌落車即咁做嚇呆　後續超狂,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,9/10/2022,Covid,https://hk.on.cc/hk/bkn/cnt/entertainment/20221009/bkn-20221009110252579-1009_00862_001.html,黃寶欣向阿女隱瞞患癌事實　打標靶痛不欲生想自殺,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,8/10/2022,illness,https://www.hk01.com/article/821593?utm_source=01articlecopy&utm_medium=referral,胰臟癌︱不明腹痛、長期尿黃要小心！糖尿病、常飲酒屬高風險族群,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,8/10/2022,Covid,https://www.hk01.com/article/822995?utm_source=01articlecopy&utm_medium=referral,便秘台婦肚痛持續兩星期　腹部頻傳高音「扑扑聲」醫生一聽嘆氣了,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,8/10/2022,depravation,https://www.hk01.com/article/822984?utm_source=01articlecopy&utm_medium=referral,兒子出外打拼「不成功不回來」　19年無音信　殘酷真相令父母心碎,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,7/10/2022,illness,https://orange.udn.com/orange/story/121407/6646333,「心碎」真的是一種病！除了心肌梗塞「章魚壺心肌症」發作也恐猝死,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,7/10/2022,illness,https://hk.on.cc/hk/bkn/cnt/news/20221007/bkn-20221007150707201-1007_00822_001.html,伊院爆耳念珠菌群組　再多1名7旬病翁中招,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,7/10/2022,illness,https://tw.news.yahoo.com/%E4%BA%9E%E6%B4%B2%E6%9C%80%E5%A4%9A-%E5%B9%B4%E5%A2%9E50%E8%90%AC%E4%BE%8B-%E5%85%A8%E7%90%83%E8%82%9D%E7%99%8C%E7%97%85%E9%80%9D%E8%80%85%E4%B8%8A%E7%9C%8B130%E8%90%AC%E4%BA%BA-055635113.html,亞洲最多！年增50萬例全球肝癌病逝者上看130萬人,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,7/10/2022,illness,https://health.tvbs.com.tw/medical/335433,初期無症狀、爆發恐猝死！快注意自己是否有高血脂降膽固醇這些食物要少吃,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,7/10/2022,illness,https://hk.on.cc/hk/bkn/cnt/cnnews/20221007/bkn-20221007080005323-1007_00952_001.html,柬埔寨入境男染基孔肯雅熱　今年首例,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,6/10/2022,illness,https://www.hk01.com/article/822369?utm_source=01articlecopy&utm_medium=referral,非洲岡比亞有66名兒童喪生　世衛懷疑與印度咳藥水有關,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,6/10/2022,Med-Mal,https://www.hk01.com/article/821993?utm_source=01articlecopy&utm_medium=referral,剝牙悲劇！24歲女拔4顆智慧齒引發「惡性高熱」　急救3小時慘死,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,6/10/2022,Covid,https://www.hk01.com/article/822634?utm_source=01articlecopy&utm_medium=referral,新冠、流感雙重中招死亡率高六倍　醫學會籲公眾打針防雙重疫情,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,6/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/cnnews/20221006/bkn-20221006020015452-1006_00952_001.html,下班酒聚爆口角　廿歲男遭同事割喉亡,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,6/10/2022,depravation,https://www.chinatimes.com/realtimenews/20221006002736-260408?chdtv,恐怖血洗市政廳18死！這國市長遇刺亡整棟彈孔、滿地遺體慘況曝,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,5/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/intnews/20221005/bkn-20221005160006723-1005_00992_001.html,涉向華洩露機密　著名科學家軟禁期間病逝,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,5/10/2022,depravation,https://hk.on.cc/hk/bkn/cnt/news/20221005/bkn-20221005134521628-1005_00822_001.html,涉為車資問題狂毆新巴車長　外籍律師受審,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,5/10/2022,depravation,https://udn.com/news/amp/story/7321/6664523,新北癌男要錢不成勒斃老母伴屍12小時打手遊輕生未遂才自首,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,4/10/2022,illness,https://news.tvbs.com.tw/local/1924568,氧氣筒誤接鼻胃管！推床員慘害病患「胃撐爆致死」下場曝,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,3/10/2022,Malaria,https://hk.on.cc/hk/bkn/cnt/intnews/20221003/bkn-20221003141330577-1003_00992_001.html,時隔3年再爆霍亂　至少8死,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,3/10/2022,illness,https://hk.on.cc/hk/bkn/cnt/news/20221003/bkn-20221003183208222-1003_00822_001.html,兩長者染退伍軍人症　居深水?又一村及青衣涌美老屋村,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,3/10/2022,illness,https://hk.on.cc/hk/bkn/cnt/news/20221003/bkn-20221003182441684-1003_00822_001.html,博愛醫院爆耐萬古霉素腸球菌　90歲婦中招需隔離治療,,,,,,,,,,,,,
??醫藥病疫精神健康情緒等等,2/10/2022,Covid,https://www.hk01.com/article/821227?utm_source=01articlecopy&utm_medium=referral,"增3,569宗確診多6死 逾1600人留醫 四間院舍有院友染",,,,,,,,,,,,,
